substrate_flux,o2_flux,growth_rate
-2.5,-13.5,0.0
-2.5,-14.0,0.0
-2.5,-14.5,0.0
-2.5,-15.0,0.0
-2.5,-15.5,0.0
-2.5,-16.0,0.0
-2.5,-16.5,0.0
-2.5,-17.0,0.0
-2.5,-17.5,0.0
-2.5,-18.0,0.0
-2.5,-18.5,0.0
-2.5,-19.0,0.0
-2.5,-19.5,0.0
-2.5,-20.0,0.0
-3.0,0.0,0.0
-3.0,-0.5,0.0
-3.0,-1.0,-1.2675415760941124e-31
-3.0,-1.5,0.0
-3.0,-2.0,0.0
-3.0,-2.5,0.0
-3.0,-3.0,0.0
-3.0,-3.5,0.0
-3.0,-4.0,0.0
-3.0,-4.5,0.0
-3.0,-5.0,0.0
-3.0,-5.5,0.0
-3.0,-6.0,0.0
-3.0,-6.5,0.0
-3.0,-7.0,0.0
-3.0,-7.5,0.0
-3.0,-8.0,0.0
-3.0,-8.5,0.0
-3.0,-9.0,0.0
-3.0,-9.5,0.0
-3.0,-10.0,0.0
-3.0,-10.5,0.0
-3.0,-11.0,0.0
-3.0,-11.5,0.0
-3.0,-12.0,0.0
-3.0,-12.5,0.0
-3.0,-13.0,0.0
-3.0,-13.5,0.0
-3.0,-14.0,0.0
-3.0,-14.5,0.0
-3.0,-15.0,0.0
-3.0,-15.5,0.0
-3.0,-16.0,0.0
-3.0,-16.5,0.0
-3.0,-17.0,0.0
-3.0,-17.5,0.0
-3.0,-18.0,0.0
-3.0,-18.5,0.0
-3.0,-19.0,0.0
-3.0,-19.5,0.0
-3.0,-20.0,0.0
-3.5,0.0,0.0
-3.5,-0.5,0.0
-3.5,-1.0,1.1579811140955575e-31
-3.5,-1.5,0.0
-3.5,-2.0,0.0
-3.5,-2.5,0.0
-3.5,-3.0,0.0
-3.5,-3.5,0.0
-3.5,-4.0,0.0
-3.5,-4.5,0.0
-3.5,-5.0,0.0
-3.5,-5.5,0.0
-3.5,-6.0,0.0
-3.5,-6.5,0.0
-3.5,-7.0,0.0
-3.5,-7.5,0.0
-3.5,-8.0,0.0
-3.5,-8.5,0.0
-3.5,-9.0,0.0
-3.5,-9.5,0.0
-3.5,-10.0,0.0
-3.5,-10.5,0.0
-3.5,-11.0,0.0
-3.5,-11.5,0.0
-3.5,-12.0,0.0
-3.5,-12.5,0.0
-3.5,-13.0,0.0
-3.5,-13.5,0.0
-3.5,-14.0,0.0
-3.5,-14.5,0.0
-3.5,-15.0,0.0
-3.5,-15.5,0.0
-3.5,-16.0,0.0
-3.5,-16.5,0.0
-3.5,-17.0,0.0
-3.5,-17.5,0.0
-3.5,-18.0,0.0
-3.5,-18.5,0.0
-3.5,-19.0,0.0
-3.5,-19.5,0.0
-3.5,-20.0,0.0
-4.0,0.0,0.0
-4.0,-0.5,0.0
-4.0,-1.0,-9.077719233985759e-32
-4.0,-1.5,0.0
-4.0,-2.0,0.0
-4.0,-2.5,0.0
-4.0,-3.0,0.0
-4.0,-3.5,0.0
-4.0,-4.0,0.0
-4.0,-4.5,0.0
-4.0,-5.0,0.0
-4.0,-5.5,0.0
-4.0,-6.0,0.0
-4.0,-6.5,0.0
-4.0,-7.0,0.0
-4.0,-7.5,0.0
-4.0,-8.0,0.0
-4.0,-8.5,0.0
-4.0,-9.0,0.0
-4.0,-9.5,0.0
-4.0,-10.0,0.0
-4.0,-10.5,0.0
-4.0,-11.0,0.0
-4.0,-11.5,0.0
-4.0,-12.0,0.0
-4.0,-12.5,0.0
-4.0,-13.0,0.0
-4.0,-13.5,0.0
-4.0,-14.0,0.0
-4.0,-14.5,0.0
-4.0,-15.0,0.0
-4.0,-15.5,0.0
-4.0,-16.0,0.0
-4.0,-16.5,0.0
-4.0,-17.0,0.0
-4.0,-17.5,0.0
-4.0,-18.0,0.0
-4.0,-18.5,0.0
-4.0,-19.0,0.0
-4.0,-19.5,0.0
-4.0,-20.0,0.0
-4.5,0.0,0.0
-4.5,-0.5,0.0
-4.5,-1.0,3.2633282574315134e-31
-4.5,-1.5,0.0
-4.5,-2.0,0.0
-4.5,-2.5,0.0
-4.5,-3.0,0.0
-4.5,-3.5,0.0
-4.5,-4.0,0.0
-4.5,-4.5,0.0
-4.5,-5.0,0.0
-4.5,-5.5,0.0
-4.5,-6.0,0.0
-4.5,-6.5,0.0
-4.5,-7.0,0.0
-4.5,-7.5,0.0
-4.5,-8.0,0.0
-4.5,-8.5,0.0
-4.5,-9.0,0.0
-4.5,-9.5,0.0
-4.5,-10.0,0.0
-4.5,-10.5,0.0
-4.5,-11.0,0.0
-4.5,-11.5,0.0
-4.5,-12.0,0.0
-4.5,-12.5,0.0
-4.5,-13.0,0.0
-4.5,-13.5,0.0
-4.5,-14.0,0.0
-4.5,-14.5,0.0
-4.5,-15.0,0.0
-4.5,-15.5,0.0
-4.5,-16.0,0.0
-4.5,-16.5,0.0
-4.5,-17.0,0.0
-4.5,-17.5,0.0
-4.5,-18.0,0.0
-4.5,-18.5,0.0
-4.5,-19.0,0.0
-4.5,-19.5,0.0
-4.5,-20.0,0.0
-5.0,0.0,0.0
-5.0,-0.5,0.0
-5.0,-1.0,5.564188385796646e-31
-5.0,-1.5,0.0
-5.0,-2.0,0.0
-5.0,-2.5,0.0
-5.0,-3.0,0.0
-5.0,-3.5,0.0
-5.0,-4.0,0.0
-5.0,-4.5,0.0
-5.0,-5.0,0.0
-5.0,-5.5,0.0
-5.0,-6.0,0.0
-5.0,-6.5,0.0
-5.0,-7.0,0.0
-5.0,-7.5,0.0
-5.0,-8.0,0.0
-5.0,-8.5,0.0
-5.0,-9.0,0.0
-5.0,-9.5,0.0
-5.0,-10.0,0.0
-5.0,-10.5,0.0
-5.0,-11.0,0.0
-5.0,-11.5,0.0
-5.0,-12.0,0.0
-5.0,-12.5,0.0
-5.0,-13.0,0.0
-5.0,-13.5,0.0
-5.0,-14.0,0.0
-5.0,-14.5,0.0
-5.0,-15.0,0.0
-5.0,-15.5,0.0
-5.0,-16.0,0.0
-5.0,-16.5,0.0
-5.0,-17.0,0.0
-5.0,-17.5,0.0
-5.0,-18.0,0.0
-5.0,-18.5,0.0
-5.0,-19.0,0.0
-5.0,-19.5,0.0
-5.0,-20.0,0.0
-5.5,0.0,0.0
-5.5,-0.5,0.0
-5.5,-1.0,2.5754295813490756e-31
-5.5,-1.5,0.0
-5.5,-2.0,0.0
-5.5,-2.5,0.0
-5.5,-3.0,0.0
-5.5,-3.5,0.0
-5.5,-4.0,0.0
-5.5,-4.5,0.0
-5.5,-5.0,0.0
-5.5,-5.5,0.0
-5.5,-6.0,0.0
-5.5,-6.5,0.0
-5.5,-7.0,0.0
-5.5,-7.5,0.0
-5.5,-8.0,0.0
-5.5,-8.5,0.0
-5.5,-9.0,0.0
-5.5,-9.5,0.0
-5.5,-10.0,0.0
-5.5,-10.5,0.0
-5.5,-11.0,0.0
-5.5,-11.5,0.0
-5.5,-12.0,0.0
-5.5,-12.5,0.0
-5.5,-13.0,0.0
-5.5,-13.5,0.0
-5.5,-14.0,0.0
-5.5,-14.5,0.0
-5.5,-15.0,0.0
-5.5,-15.5,0.0
-5.5,-16.0,0.0
-5.5,-16.5,0.0
-5.5,-17.0,0.0
-5.5,-17.5,0.0
-5.5,-18.0,0.0
-5.5,-18.5,0.0
-5.5,-19.0,0.0
-5.5,-19.5,0.0
-5.5,-20.0,0.0
-6.0,0.0,0.0
-6.0,-0.5,0.0
-6.0,-1.0,-9.785727321508164e-31
-6.0,-1.5,0.0
-6.0,-2.0,0.0
-6.0,-2.5,0.0
-6.0,-3.0,0.0
-6.0,-3.5,0.0
-6.0,-4.0,0.0
-6.0,-4.5,0.0
-6.0,-5.0,0.0
-6.0,-5.5,0.0
-6.0,-6.0,0.0
-6.0,-6.5,0.0
-6.0,-7.0,0.0
-6.0,-7.5,0.0
-6.0,-8.0,0.0
-6.0,-8.5,0.0
-6.0,-9.0,0.0
-6.0,-9.5,0.0
-6.0,-10.0,0.0
-6.0,-10.5,0.0
-6.0,-11.0,0.0
-6.0,-11.5,0.0
-6.0,-12.0,0.0
-6.0,-12.5,0.0
-6.0,-13.0,0.0
-6.0,-13.5,0.0
-6.0,-14.0,0.0
-6.0,-14.5,0.0
-6.0,-15.0,0.0
-6.0,-15.5,0.0
-6.0,-16.0,0.0
-6.0,-16.5,0.0
-6.0,-17.0,0.0
-6.0,-17.5,0.0
-6.0,-18.0,0.0
-6.0,-18.5,0.0
-6.0,-19.0,0.0
-6.0,-19.5,0.0
-6.0,-20.0,0.0
-6.5,0.0,0.0
-6.5,-0.5,0.0
-6.5,-1.0,5.412759338187238e-31
-6.5,-1.5,0.0
-6.5,-2.0,0.0
-6.5,-2.5,0.0
-6.5,-3.0,0.0
-6.5,-3.5,0.0
-6.5,-4.0,0.0
-6.5,-4.5,0.0
-6.5,-5.0,0.0
-6.5,-5.5,0.0
-6.5,-6.0,0.0
-6.5,-6.5,0.0
-6.5,-7.0,0.0
-6.5,-7.5,0.0
-6.5,-8.0,0.0
-6.5,-8.5,0.0
-6.5,-9.0,0.0
-6.5,-9.5,0.0
-6.5,-10.0,0.0
-6.5,-10.5,0.0
-6.5,-11.0,0.0
-6.5,-11.5,0.0
-6.5,-12.0,0.0
-6.5,-12.5,0.0
-6.5,-13.0,0.0
-6.5,-13.5,0.0
-6.5,-14.0,0.0
-6.5,-14.5,0.0
-6.5,-15.0,0.0
-6.5,-15.5,0.0
-6.5,-16.0,0.0
-6.5,-16.5,0.0
-6.5,-17.0,0.0
-6.5,-17.5,0.0
-6.5,-18.0,0.0
-6.5,-18.5,0.0
-6.5,-19.0,0.0
-6.5,-19.5,0.0
-6.5,-20.0,0.0
-7.0,0.0,0.0
-7.0,-0.5,0.0
-7.0,-1.0,1.6660870881387235e-31
-7.0,-1.5,0.0
-7.0,-2.0,0.0
-7.0,-2.5,0.0
-7.0,-3.0,0.0
-7.0,-3.5,0.0
-7.0,-4.0,0.0
-7.0,-4.5,0.0
-7.0,-5.0,0.0
-7.0,-5.5,0.0
-7.0,-6.0,0.0
-7.0,-6.5,0.0
-7.0,-7.0,0.0
-7.0,-7.5,0.0
-7.0,-8.0,0.0
-7.0,-8.5,0.0
-7.0,-9.0,0.0
-7.0,-9.5,0.0
-7.0,-10.0,0.0
-7.0,-10.5,0.0
-7.0,-11.0,0.0
-7.0,-11.5,0.0
-7.0,-12.0,0.0
-7.0,-12.5,0.0
-7.0,-13.0,0.0
-7.0,-13.5,0.0
-7.0,-14.0,0.0
-7.0,-14.5,0.0
-7.0,-15.0,0.0
-7.0,-15.5,0.0
-7.0,-16.0,0.0
-7.0,-16.5,0.0
-7.0,-17.0,0.0
-7.0,-17.5,0.0
-7.0,-18.0,0.0
-7.0,-18.5,0.0
-7.0,-19.0,0.0
-7.0,-19.5,0.0
-7.0,-20.0,0.0
-7.5,0.0,0.0
-7.5,-0.5,0.0
-7.5,-1.0,2.415581502352672e-31
-7.5,-1.5,0.0
-7.5,-2.0,0.0
-7.5,-2.5,0.0
-7.5,-3.0,0.0
-7.5,-3.5,0.0
-7.5,-4.0,0.0
-7.5,-4.5,0.0
-7.5,-5.0,0.0
-7.5,-5.5,0.0
-7.5,-6.0,0.0
-7.5,-6.5,0.0
-7.5,-7.0,0.0
-7.5,-7.5,0.0
-7.5,-8.0,0.0
-7.5,-8.5,0.0
-7.5,-9.0,0.0
-7.5,-9.5,0.0
-7.5,-10.0,0.0
-7.5,-10.5,0.0
-7.5,-11.0,0.0
-7.5,-11.5,0.0
-7.5,-12.0,0.0
-7.5,-12.5,0.0
-7.5,-13.0,0.0
-7.5,-13.5,0.0
-7.5,-14.0,0.0
-7.5,-14.5,0.0
-7.5,-15.0,0.0
-7.5,-15.5,0.0
-7.5,-16.0,0.0
-7.5,-16.5,0.0
-7.5,-17.0,0.0
-7.5,-17.5,0.0
-7.5,-18.0,0.0
-7.5,-18.5,0.0
-7.5,-19.0,0.0
-7.5,-19.5,0.0
-7.5,-20.0,0.0
-8.0,0.0,0.0
-8.0,-0.5,0.0
-8.0,-1.0,4.444767059996041e-31
-8.0,-1.5,0.0
-8.0,-2.0,0.0
-8.0,-2.5,0.0
-8.0,-3.0,0.0
-8.0,-3.5,0.0
-8.0,-4.0,0.0
-8.0,-4.5,0.0
-8.0,-5.0,0.0
-8.0,-5.5,0.0
-8.0,-6.0,0.0
-8.0,-6.5,0.0
-8.0,-7.0,0.0
-8.0,-7.5,0.0
-8.0,-8.0,0.0
-8.0,-8.5,0.0
-8.0,-9.0,0.0
-8.0,-9.5,0.0
-8.0,-10.0,0.0
-8.0,-10.5,0.0
-8.0,-11.0,0.0
-8.0,-11.5,0.0
-8.0,-12.0,0.0
-8.0,-12.5,0.0
-8.0,-13.0,0.0
-8.0,-13.5,0.0
-8.0,-14.0,0.0
-8.0,-14.5,0.0
-8.0,-15.0,0.0
-8.0,-15.5,0.0
-8.0,-16.0,0.0
-8.0,-16.5,0.0
-8.0,-17.0,0.0
-8.0,-17.5,0.0
-8.0,-18.0,0.0
-8.0,-18.5,0.0
-8.0,-19.0,0.0
-8.0,-19.5,0.0
-8.0,-20.0,0.0
-8.5,0.0,0.0
-8.5,-0.5,0.0
-8.5,-1.0,-1.0116213527610884e-31
-8.5,-1.5,0.0
-8.5,-2.0,0.0
-8.5,-2.5,0.0
-8.5,-3.0,0.0
-8.5,-3.5,0.0
-8.5,-4.0,0.0
-8.5,-4.5,0.0
-8.5,-5.0,0.0
-8.5,-5.5,0.0
-8.5,-6.0,0.0
-8.5,-6.5,0.0
-8.5,-7.0,0.0
-8.5,-7.5,0.0
-8.5,-8.0,0.0
-8.5,-8.5,0.0
-8.5,-9.0,0.0
-8.5,-9.5,0.0
-8.5,-10.0,0.0
-8.5,-10.5,0.0
-8.5,-11.0,0.0
-8.5,-11.5,0.0
-8.5,-12.0,0.0
-8.5,-12.5,0.0
-8.5,-13.0,0.0
-8.5,-13.5,0.0
-8.5,-14.0,0.0
-8.5,-14.5,0.0
-8.5,-15.0,0.0
-8.5,-15.5,0.0
-8.5,-16.0,0.0
-8.5,-16.5,0.0
-8.5,-17.0,0.0
-8.5,-17.5,0.0
-8.5,-18.0,0.0
-8.5,-18.5,0.0
-8.5,-19.0,0.0
-8.5,-19.5,0.0
-8.5,-20.0,0.0
-9.0,0.0,0.0
-9.0,-0.5,0.0
-9.0,-1.0,3.134954533306712e-31
-9.0,-1.5,0.0
-9.0,-2.0,0.0
-9.0,-2.5,0.0
-9.0,-3.0,0.0
-9.0,-3.5,0.0
-9.0,-4.0,0.0
-9.0,-4.5,0.0
-9.0,-5.0,0.0
-9.0,-5.5,0.0
-9.0,-6.0,0.0
-9.0,-6.5,0.0
-9.0,-7.0,0.0
-9.0,-7.5,0.0
-9.0,-8.0,0.0
-9.0,-8.5,0.0
-9.0,-9.0,0.0
-9.0,-9.5,0.0
-9.0,-10.0,0.0
-9.0,-10.5,0.0
-9.0,-11.0,0.0
-9.0,-11.5,0.0
-9.0,-12.0,0.0
-9.0,-12.5,0.0
-9.0,-13.0,0.0
-9.0,-13.5,0.0
-9.0,-14.0,0.0
-9.0,-14.5,0.0
-9.0,-15.0,0.0
-9.0,-15.5,0.0
-9.0,-16.0,0.0
-9.0,-16.5,0.0
-9.0,-17.0,0.0
-9.0,-17.5,0.0
-9.0,-18.0,0.0
-9.0,-18.5,0.0
-9.0,-19.0,0.0
-9.0,-19.5,0.0
-9.0,-20.0,0.0
-9.5,0.0,0.0
-9.5,-0.5,0.0
-9.5,-1.0,2.185889993560756e-31
-9.5,-1.5,0.0
-9.5,-2.0,0.0
-9.5,-2.5,0.0
-9.5,-3.0,0.0
-9.5,-3.5,0.0
-9.5,-4.0,0.0
-9.5,-4.5,0.0
-9.5,-5.0,0.0
-9.5,-5.5,0.0
-9.5,-6.0,0.0
-9.5,-6.5,0.0
-9.5,-7.0,0.0
-9.5,-7.5,0.0
-9.5,-8.0,0.0
-9.5,-8.5,0.0
-9.5,-9.0,0.0
-9.5,-9.5,0.0
-9.5,-10.0,0.0
-9.5,-10.5,0.0
-9.5,-11.0,0.0
-9.5,-11.5,0.0
-9.5,-12.0,0.0
-9.5,-12.5,0.0
-9.5,-13.0,0.0
-9.5,-13.5,0.0
-9.5,-14.0,0.0
-9.5,-14.5,0.0
-9.5,-15.0,0.0
-9.5,-15.5,0.0
-9.5,-16.0,0.0
-9.5,-16.5,0.0
-9.5,-17.0,0.0
-9.5,-17.5,0.0
-9.5,-18.0,0.0
-9.5,-18.5,0.0
-9.5,-19.0,0.0
-9.5,-19.5,0.0
-9.5,-20.0,0.0
-10.0,0.0,0.0
-10.0,-0.5,0.0
-10.0,-1.0,4.872313483577032e-31
-10.0,-1.5,0.0
-10.0,-2.0,0.0
-10.0,-2.5,0.0
-10.0,-3.0,0.0
-10.0,-3.5,0.0
-10.0,-4.0,0.0
-10.0,-4.5,0.0
-10.0,-5.0,0.0
-10.0,-5.5,0.0
-10.0,-6.0,0.0
-10.0,-6.5,0.0
-10.0,-7.0,0.0
-10.0,-7.5,0.0
-10.0,-8.0,0.0
-10.0,-8.5,0.0
-10.0,-9.0,0.0
-10.0,-9.5,0.0
-10.0,-10.0,0.0
-10.0,-10.5,0.0
-10.0,-11.0,0.0
-10.0,-11.5,0.0
-10.0,-12.0,0.0
-10.0,-12.5,0.0
-10.0,-13.0,0.0
-10.0,-13.5,0.0
-10.0,-14.0,0.0
-10.0,-14.5,0.0
-10.0,-15.0,0.0
-10.0,-15.5,0.0
-10.0,-16.0,0.0
-10.0,-16.5,0.0
-10.0,-17.0,0.0
-10.0,-17.5,0.0
-10.0,-18.0,0.0
-10.0,-18.5,0.0
-10.0,-19.0,0.0
-10.0,-19.5,0.0
-10.0,-20.0,0.0
-10.5,0.0,0.0
-10.5,-0.5,0.0
-10.5,-1.0,1.7033071121264778e-31
-10.5,-1.5,0.0
-10.5,-2.0,0.0
-10.5,-2.5,0.0
-10.5,-3.0,0.0
-10.5,-3.5,0.0
-10.5,-4.0,0.0
-10.5,-4.5,0.0
-10.5,-5.0,0.0
-10.5,-5.5,0.0
-10.5,-6.0,0.0
-10.5,-6.5,0.0
-10.5,-7.0,0.0
-10.5,-7.5,0.0
-10.5,-8.0,0.0
-10.5,-8.5,0.0
-10.5,-9.0,0.0
-10.5,-9.5,0.0
-10.5,-10.0,0.0
-10.5,-10.5,0.0
-10.5,-11.0,0.0
-10.5,-11.5,0.0
-10.5,-12.0,0.0
-10.5,-12.5,0.0
-10.5,-13.0,0.0
-10.5,-13.5,0.0
-10.5,-14.0,0.0
-10.5,-14.5,0.0
-10.5,-15.0,0.0
-10.5,-15.5,0.0
-10.5,-16.0,0.0
-10.5,-16.5,0.0
-10.5,-17.0,0.0
-10.5,-17.5,0.0
-10.5,-18.0,0.0
-10.5,-18.5,0.0
-10.5,-19.0,0.0
-10.5,-19.5,0.0
-10.5,-20.0,0.0
-11.0,0.0,0.0
-11.0,-0.5,0.0
-11.0,-1.0,3.9769372687848307e-32
-11.0,-1.5,0.0
-11.0,-2.0,0.0
-11.0,-2.5,0.0
-11.0,-3.0,0.0
-11.0,-3.5,0.0
-11.0,-4.0,0.0
-11.0,-4.5,0.0
-11.0,-5.0,0.0
-11.0,-5.5,0.0
-11.0,-6.0,0.0
-11.0,-6.5,0.0
-11.0,-7.0,0.0
-11.0,-7.5,0.0
-11.0,-8.0,0.0
-11.0,-8.5,0.0
-11.0,-9.0,0.0
-11.0,-9.5,0.0
-11.0,-10.0,0.0
-11.0,-10.5,0.0
-11.0,-11.0,0.0
-11.0,-11.5,0.0
-11.0,-12.0,0.0
-11.0,-12.5,0.0
-11.0,-13.0,0.0
-11.0,-13.5,0.0
-11.0,-14.0,0.0
-11.0,-14.5,0.0
-11.0,-15.0,0.0
-11.0,-15.5,0.0
-11.0,-16.0,0.0
-11.0,-16.5,0.0
-11.0,-17.0,0.0
-11.0,-17.5,0.0
-11.0,-18.0,0.0
-11.0,-18.5,0.0
-11.0,-19.0,0.0
-11.0,-19.5,0.0
-11.0,-20.0,0.0
-11.5,0.0,0.0
-11.5,-0.5,0.0
-11.5,-1.0,3.7220459037832323e-31
-11.5,-1.5,0.0
-11.5,-2.0,0.0
-11.5,-2.5,0.0
-11.5,-3.0,0.0
-11.5,-3.5,0.0
-11.5,-4.0,0.0
-11.5,-4.5,0.0
-11.5,-5.0,0.0
-11.5,-5.5,0.0
-11.5,-6.0,0.0
-11.5,-6.5,0.0
-11.5,-7.0,0.0
-11.5,-7.5,0.0
-11.5,-8.0,0.0
-11.5,-8.5,0.0
-11.5,-9.0,0.0
-11.5,-9.5,0.0
-11.5,-10.0,0.0
-11.5,-10.5,0.0
-11.5,-11.0,0.0
-11.5,-11.5,0.0
-11.5,-12.0,0.0
-11.5,-12.5,0.0
-11.5,-13.0,0.0
-11.5,-13.5,0.0
-11.5,-14.0,0.0
-11.5,-14.5,0.0
-11.5,-15.0,0.0
-11.5,-15.5,0.0
-11.5,-16.0,0.0
-11.5,-16.5,0.0
-11.5,-17.0,0.0
-11.5,-17.5,0.0
-11.5,-18.0,0.0
-11.5,-18.5,0.0
-11.5,-19.0,0.0
-11.5,-19.5,0.0
-11.5,-20.0,0.0
-12.0,0.0,0.0
-12.0,-0.5,0.0
-12.0,-1.0,-1.3748161090711007e-31
-12.0,-1.5,0.0
